r_disturb p_disturb y_disturb r_out p_out y_out y_ref p_ref r_ref time
0.15 -0.07 -0.02 -0.03 0.06 0.02 0.00 -0.30 0.00 133.676
0.15 -0.07 -0.02 -0.03 0.06 0.02 0.00 -0.30 0.00 133.712
0.15 -0.07 -0.02 -0.02 0.05 0.02 0.00 -0.30 0.00 133.743
0.15 -0.07 -0.02 -0.03 0.06 0.02 0.00 -0.30 0.00 133.778
0.15 -0.07 -0.02 -0.02 0.06 0.02 0.00 -0.30 0.00 133.814
0.15 -0.07 -0.02 -0.02 0.06 0.02 0.00 -0.30 0.00 133.843
0.15 -0.07 -0.02 -0.02 0.06 0.02 0.00 -0.30 0.00 133.877
0.15 -0.07 -0.02 -0.03 0.06 0.02 0.00 -0.30 0.00 133.911
0.15 -0.07 -0.02 -0.04 0.06 0.02 0.00 -0.30 0.00 133.945
0.15 -0.07 -0.02 -0.04 0.06 0.02 0.00 -0.30 0.00 133.982
0.15 -0.07 -0.02 -0.06 0.06 0.02 0.00 -0.30 0.00 134.014
0.15 -0.07 -0.02 -0.08 0.06 0.02 0.00 -0.30 0.00 134.044
0.15 -0.07 -0.02 -0.07 0.06 0.02 0.00 -0.30 0.00 134.076
0.15 -0.07 -0.02 -0.06 0.06 0.02 0.00 -0.30 0.00 134.111
0.15 -0.07 -0.02 -0.08 0.06 0.02 0.00 -0.30 0.00 134.146
0.15 -0.07 -0.02 -0.10 -0.16 0.02 0.00 0.00 0.00 134.178
0.15 -0.07 -0.02 -0.11 -0.16 0.02 0.00 0.00 0.00 134.211
0.15 -0.07 -0.02 -0.09 -0.16 0.01 0.00 0.00 0.00 134.244
0.15 -0.07 -0.02 -0.08 0.05 0.02 0.00 0.00 0.00 134.311
0.15 -0.07 -0.02 -0.03 0.06 0.02 0.00 0.00 0.00 134.343
0.15 -0.07 -0.02 -0.01 0.07 0.02 0.00 0.00 0.00 134.378
0.15 -0.07 -0.02 0.03 0.05 0.02 0.00 0.00 0.00 134.409
0.15 -0.07 -0.02 0.04 0.05 0.02 0.00 0.00 0.00 134.443
0.15 -0.07 -0.02 0.07 0.04 0.02 0.00 0.00 0.00 134.478
0.15 -0.07 -0.02 0.06 0.04 0.02 0.00 0.00 0.00 134.509
0.15 -0.07 -0.02 0.05 0.04 0.01 0.00 0.00 0.00 134.542
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 134.576
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 134.609
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 134.645
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 134.676
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 134.710
0.15 -0.07 -0.02 0.01 0.04 0.01 0.00 0.00 0.00 134.755
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 134.784
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 134.815
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 134.842
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 134.876
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 134.909
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 134.942
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 134.978
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 135.008
0.15 -0.07 -0.02 0.06 0.04 0.01 0.00 0.00 0.00 135.042
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 135.075
0.15 -0.07 -0.02 0.01 0.04 0.01 0.00 0.00 0.00 135.109
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 135.144
0.15 -0.07 -0.02 -0.05 0.04 0.01 0.00 0.00 0.00 135.175
0.15 -0.07 -0.02 -0.06 0.04 0.01 0.00 0.00 0.00 135.210
0.15 -0.07 -0.02 -0.07 0.04 0.01 0.00 0.00 0.00 135.243
0.15 -0.07 -0.02 -0.04 0.04 0.01 0.00 0.00 0.00 135.276
0.15 -0.07 -0.02 0.01 0.04 0.01 0.00 0.00 0.00 135.312
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 135.343
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 135.377
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 135.413
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 135.444
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 135.478
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 135.510
0.15 -0.07 -0.02 0.05 0.04 0.01 0.00 0.00 0.00 135.544
0.15 -0.07 -0.02 0.06 0.04 0.01 0.00 0.00 0.00 135.577
0.15 -0.07 -0.02 0.06 0.04 0.01 0.00 0.00 0.00 135.610
0.15 -0.07 -0.02 0.00 0.04 0.01 0.00 0.00 0.00 135.644
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 135.675
0.15 -0.07 -0.02 -0.05 0.04 0.01 0.00 0.00 0.00 135.709
0.15 -0.07 -0.02 -0.06 0.04 0.01 0.00 0.00 0.00 135.742
0.15 -0.07 -0.02 -0.07 0.04 0.01 0.00 0.00 0.00 135.776
0.15 -0.07 -0.02 -0.06 0.04 0.01 0.00 0.00 0.00 135.810
0.15 -0.07 -0.02 0.00 0.04 0.01 0.00 0.00 0.00 135.843
0.15 -0.07 -0.02 0.01 0.04 0.01 0.00 0.00 0.00 135.879
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 135.909
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 135.944
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 135.979
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 136.010
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 136.043
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 136.076
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 136.111
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 136.144
0.15 -0.07 -0.02 0.05 0.04 0.01 0.00 0.00 0.00 136.176
0.15 -0.07 -0.02 0.06 0.04 0.01 0.00 0.00 0.00 136.209
0.15 -0.07 -0.02 0.05 0.04 0.01 0.00 0.00 0.00 136.245
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 136.279
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 136.313
0.15 -0.07 -0.02 -0.04 0.04 0.01 0.00 0.00 0.00 136.343
0.15 -0.07 -0.02 -0.04 0.04 0.01 0.00 0.00 0.00 136.377
0.15 -0.07 -0.02 -0.04 0.04 0.01 0.00 0.00 0.00 136.410
0.15 -0.07 -0.02 -0.05 0.04 0.01 0.00 0.00 0.00 136.442
0.15 -0.07 -0.02 -0.04 0.04 0.01 0.00 0.00 0.00 136.476
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 136.509
0.15 -0.07 -0.02 -0.00 0.04 0.01 0.00 0.00 0.00 136.541
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 136.575
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 136.608
0.15 -0.07 -0.02 0.01 0.04 0.01 0.00 0.00 0.00 136.645
0.15 -0.07 -0.02 0.02 0.04 0.01 0.00 0.00 0.00 136.676
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 136.711
0.15 -0.07 -0.02 0.04 0.04 0.01 0.00 0.00 0.00 136.744
0.15 -0.07 -0.02 0.05 0.04 0.01 0.00 0.00 0.00 136.779
0.15 -0.07 -0.02 0.05 0.04 0.01 0.00 0.00 0.00 136.812
0.15 -0.07 -0.02 0.03 0.04 0.01 0.00 0.00 0.00 136.843
0.15 -0.07 -0.02 0.00 0.04 0.01 0.00 0.00 0.00 136.874
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 136.910
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 136.941
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 136.977
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.010
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.047
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.078
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.114
0.15 -0.07 -0.02 -0.04 0.04 0.01 0.00 0.00 0.00 137.145
0.15 -0.07 -0.02 -0.04 0.04 0.01 0.00 0.00 0.00 137.177
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.210
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.241
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.275
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.311
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.341
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.374
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.409
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 137.444
0.15 -0.07 -0.02 -0.00 0.04 0.01 0.00 0.00 0.00 137.476
0.15 -0.07 -0.02 0.00 0.04 0.01 0.00 0.00 0.00 137.509
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 137.541
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 137.578
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.609
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.644
0.15 -0.07 -0.02 -0.03 0.04 0.01 0.00 0.00 0.00 137.678
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.709
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 137.743
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.778
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 137.811
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.842
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.879
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 137.912
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.945
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 137.978
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 138.008
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 138.043
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 138.074
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 138.108
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 138.144
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 138.173
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 138.208
0.15 -0.07 -0.02 -0.02 0.04 0.01 0.00 0.00 0.00 138.242
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 138.275
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 138.310
0.15 -0.07 -0.02 -0.01 0.04 0.01 0.00 0.00 0.00 138.342
