r_out p_out y_out r_disturb p_disturb y_disturb y_ref p_ref r_ref time
0.04 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.579
0.03 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.589
0.02 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.599
0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.609
0.00 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.619
-0.00 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.629
-0.00 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.639
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.649
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.659
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.669
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.679
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.689
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.699
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.710
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.719
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.729
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.739
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.749
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.759
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.769
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.781
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.791
-0.01 -0.00 -0.01 -0.02 -0.06 -0.03 0.01 0.01 0.01 38.801
-0.01 -0.00 -0.01 -0.02 -0.06 -0.03 0.01 0.01 0.01 38.811
-0.01 -0.00 -0.01 -0.02 -0.06 -0.03 0.01 0.01 0.01 38.821
-0.01 -0.00 -0.01 -0.02 -0.06 -0.03 0.01 0.01 0.01 38.831
-0.01 -0.00 -0.01 -0.02 -0.06 -0.03 0.01 0.01 0.01 38.840
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.851
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.861
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.870
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.880
-0.01 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.889
-0.02 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.901
-0.02 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.911
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.921
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.931
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.941
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.951
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.961
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.971
-0.03 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.981
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.990
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.001
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.011
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.021
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.031
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.039
-0.03 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.050
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.060
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.070
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.081
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.090
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.100
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.111
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.120
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.131
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.141
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.151
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.160
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.170
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.180
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.190
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.200
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.211
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.220
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.231
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.240
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.251
-0.02 -0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.261
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.270
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.280
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.290
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.300
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.311
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.320
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.330
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.339
-0.02 0.00 -0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 39.350
